SR Number,Activities,Change Date+Time
1-738817708,Queued + Awaiting Assignment,2012-05-03 03:37:22+01:00
1-738817708,Accepted + In Progress,2012-05-03 04:33:04+01:00
1-738817708,Queued + Awaiting Assignment,2012-05-03 04:33:19+01:00
1-738817708,Accepted + In Progress,2012-05-03 04:34:38+01:00
1-738817708,Queued + Awaiting Assignment,2012-05-03 04:50:10+01:00
1-738817708,Accepted + In Progress,2012-05-03 11:11:21+01:00
1-738817708,Completed + Resolved,2012-05-03 11:14:57+01:00
1-738817708,Completed + Closed,2012-05-11 00:19:53+01:00
1-738817711,Accepted + In Progress,2012-05-03 03:25:44+01:00
1-738817711,Accepted + In Progress,2012-05-03 03:26:15+01:00
1-738817711,Queued + Awaiting Assignment,2012-05-03 03:29:46+01:00
1-738817711,Accepted + In Progress,2012-05-03 03:43:52+01:00
1-738817711,Accepted + Assigned,2012-05-03 07:55:46+01:00
1-738817711,Accepted + In Progress,2012-05-03 08:58:25+01:00
1-738817711,Accepted + Wait - Implementation,2012-05-03 13:42:05+01:00
1-738817711,Queued + Awaiting Assignment,2012-05-04 09:02:22+01:00
1-738817711,Accepted + In Progress,2012-05-04 09:03:28+01:00
1-738817711,Accepted + Wait - User,2012-05-04 09:05:04+01:00
1-738817711,Completed + Resolved,2012-05-08 09:35:32+01:00
1-738817711,Completed + Closed,2012-05-16 00:19:58+01:00
1-738817790,Accepted + In Progress,2012-05-03 05:37:49+01:00
1-738817790,Accepted + In Progress,2012-05-03 05:41:40+01:00
1-738817790,Accepted + Assigned,2012-05-03 05:50:15+01:00
1-738817790,Accepted + In Progress,2012-05-03 06:01:49+01:00
1-738817790,Queued + Awaiting Assignment,2012-05-03 06:05:17+01:00
1-738817790,Accepted + In Progress,2012-05-03 13:20:42+01:00
1-738817790,Accepted + Assigned,2012-05-03 13:20:51+01:00
1-738817790,Accepted + In Progress,2012-05-03 13:51:27+01:00
1-738817790,Accepted + Wait - Vendor,2012-05-03 13:52:34+01:00
1-738817790,Queued + Awaiting Assignment,2012-05-07 13:39:37+01:00
1-738817790,Accepted + In Progress,2012-05-07 13:50:42+01:00
1-738817790,Queued + Awaiting Assignment,2012-05-07 14:15:04+01:00
1-738817790,Accepted + In Progress,2012-05-07 14:59:15+01:00
1-738817790,Accepted + Assigned,2012-05-07 14:59:41+01:00
1-738817790,Accepted + In Progress,2012-05-08 12:51:42+01:00
1-738817790,Completed + Resolved,2012-05-08 12:52:04+01:00
1-738817790,Completed + Closed,2012-05-16 00:19:57+01:00
1-738817868,Accepted + In Progress,2012-05-03 06:50:54+01:00
1-738817868,Accepted + In Progress,2012-05-03 06:51:37+01:00
1-738817868,Completed + In Call,2012-05-03 06:57:27+01:00
1-738819441,Accepted + In Progress,2012-05-03 06:11:46+01:00
1-738819441,Accepted + In Progress,2012-05-03 06:11:52+01:00
1-738819441,Completed + Resolved,2012-05-03 06:12:53+01:00
1-738819441,Completed + Closed,2012-05-11 00:19:43+01:00
1-738819511,Accepted + In Progress,2012-05-03 06:25:50+01:00
1-738819511,Accepted + In Progress,2012-05-03 06:27:29+01:00
1-738819511,Queued + Awaiting Assignment,2012-05-03 06:31:19+01:00
1-738819511,Accepted + In Progress,2012-05-14 08:58:35+01:00
1-738819511,Completed + Resolved,2012-05-14 13:06:21+01:00
1-738819511,Completed + Closed,2012-05-22 00:23:36+01:00
1-738819542,Accepted + In Progress,2012-05-03 06:53:10+01:00
1-738819542,Accepted + In Progress,2012-05-03 06:53:18+01:00
1-738819542,Completed + Resolved,2012-05-03 06:53:38+01:00
1-738819542,Completed + Closed,2012-05-11 00:19:38+01:00
1-738819609,Accepted + In Progress,2012-05-03 06:54:31+01:00
1-738819609,Accepted + In Progress,2012-05-03 06:54:41+01:00
1-738819609,Completed + Resolved,2012-05-03 08:01:42+01:00
1-738819609,Completed + Closed,2012-05-11 00:19:38+01:00
1-738819647,Accepted + In Progress,2012-05-03 07:16:09+01:00
1-738819647,Accepted + In Progress,2012-05-03 07:16:14+01:00
1-738819647,Completed + Resolved,2012-05-03 07:16:56+01:00
1-738819647,Completed + Closed,2012-05-11 00:19:36+01:00
1-738819777,Accepted + In Progress,2012-05-03 07:23:36+01:00
1-738819777,Queued + Awaiting Assignment,2012-05-03 07:23:41+01:00
1-738819777,Queued + Awaiting Assignment,2012-05-03 07:23:50+01:00
1-738819777,Queued + Awaiting Assignment,2012-05-03 07:24:00+01:00
1-738819777,Accepted + In Progress,2012-05-03 07:24:42+01:00
1-738819777,Completed + Resolved,2012-05-03 07:25:11+01:00
1-738819777,Completed + Closed,2012-05-11 00:19:35+01:00
1-738819828,Accepted + In Progress,2012-05-03 07:29:41+01:00
1-738819828,Accepted + In Progress,2012-05-03 07:29:47+01:00
1-738819828,Completed + Resolved,2012-05-03 07:30:02+01:00
1-738819828,Completed + Closed,2012-05-11 00:19:33+01:00
1-738819885,Accepted + In Progress,2012-05-03 07:32:25+01:00
1-738819885,Accepted + In Progress,2012-05-03 07:32:33+01:00
1-738819885,Completed + Resolved,2012-05-03 07:38:01+01:00
1-738819885,Completed + Closed,2012-05-11 00:19:33+01:00
1-738820217,Accepted + In Progress,2012-05-03 03:33:22+01:00
1-738820217,Accepted + In Progress,2012-05-03 03:41:01+01:00
1-738820217,Queued + Awaiting Assignment,2012-05-03 04:17:30+01:00
1-738820217,Accepted + In Progress,2012-05-03 04:19:51+01:00
1-738820217,Accepted + Wait,2012-05-03 05:35:24+01:00
1-738820217,Accepted + Wait - User,2012-05-03 07:53:15+01:00
1-738820217,Accepted + In Progress,2012-05-04 09:14:49+01:00
1-738820217,Completed + Resolved,2012-05-04 09:16:08+01:00
1-738820217,Completed + Closed,2012-05-05 00:05:01+01:00
1-738820251,Accepted + In Progress,2012-05-03 03:33:09+01:00
1-738820251,Accepted + In Progress,2012-05-03 03:35:40+01:00
1-738820251,Accepted + In Progress,2012-05-03 05:36:06+01:00
1-738820251,Accepted + In Progress,2012-05-03 05:49:27+01:00
1-738820251,Completed + Resolved,2012-05-03 07:09:23+01:00
1-738820251,Completed + Closed,2012-05-11 00:19:53+01:00
1-738820394,Accepted + In Progress,2012-05-03 04:18:07+01:00
1-738820394,Accepted + In Progress,2012-05-03 04:18:45+01:00
1-738820394,Queued + Awaiting Assignment,2012-05-03 04:20:32+01:00
1-738820394,Accepted + In Progress,2012-05-03 05:02:35+01:00
1-738820394,Queued + Awaiting Assignment,2012-05-03 05:10:57+01:00
1-738820394,Queued + Awaiting Assignment,2012-05-03 05:10:58+01:00
1-738820394,Accepted + In Progress,2012-05-03 08:08:25+01:00
1-738820394,Accepted + Wait - User,2012-05-03 08:08:32+01:00
1-738820394,Completed + Resolved,2012-05-08 05:08:15+01:00
1-738820394,Completed + Closed,2012-05-16 00:19:57+01:00
1-738820427,Accepted + In Progress,2012-05-03 04:17:34+01:00
1-738820427,Accepted + In Progress,2012-05-03 04:35:50+01:00
1-738820427,Accepted + Wait - User,2012-05-03 04:36:44+01:00
1-738820427,Accepted + In Progress,2012-05-03 05:55:38+01:00
1-738820427,Queued + Awaiting Assignment,2012-05-03 05:57:07+01:00
1-738820427,Accepted + In Progress,2012-05-03 06:47:46+01:00
1-738820427,Queued + Awaiting Assignment,2012-05-03 06:48:31+01:00
1-738820427,Queued + Awaiting Assignment,2012-05-04 09:18:50+01:00
1-738820427,Accepted + In Progress,2012-05-05 02:29:57+01:00
1-738820427,Queued + Awaiting Assignment,2012-05-05 02:30:14+01:00
1-738820427,Accepted + In Progress,2012-05-08 05:11:33+01:00
1-738820427,Completed + Resolved,2012-05-08 06:00:01+01:00
1-738820427,Completed + Closed,2012-05-16 00:19:57+01:00
1-738820481,Accepted + In Progress,2012-05-03 04:23:26+01:00
1-738820481,Accepted + In Progress,2012-05-03 04:23:58+01:00
1-738820481,Queued + Awaiting Assignment,2012-05-03 04:26:35+01:00
1-738820481,Accepted + In Progress,2012-05-03 07:33:17+01:00
1-738820481,Queued + Awaiting Assignment,2012-05-03 07:38:57+01:00
1-738820481,Accepted + In Progress,2012-05-03 08:04:57+01:00
1-738820481,Accepted + Wait - User,2012-05-03 08:05:06+01:00
1-738820481,Completed + Resolved,2012-05-03 08:07:14+01:00
1-738820481,Completed + Closed,2012-05-11 00:19:50+01:00
1-738820565,Accepted + In Progress,2012-05-03 05:07:08+01:00
1-738820565,Accepted + In Progress,2012-05-03 05:14:36+01:00
1-738820565,Accepted + Wait - User,2012-05-03 05:17:54+01:00
1-738820565,Accepted + In Progress,2012-05-03 08:12:08+01:00
1-738820565,Queued + Awaiting Assignment,2012-05-03 08:13:07+01:00
1-738820565,Accepted + In Progress,2012-05-03 09:03:16+01:00
1-738820565,Accepted + Wait,2012-05-03 09:04:37+01:00
1-738820565,Accepted + In Progress,2012-05-07 07:49:12+01:00
1-738820565,Completed + Resolved,2012-05-07 07:53:38+01:00
1-738820565,Completed + Closed,2012-05-08 00:09:34+01:00
1-738821115,Accepted + In Progress,2012-05-02 22:56:38+01:00
1-738821115,Accepted + In Progress,2012-05-02 22:57:47+01:00
1-738821115,Completed + In Call,2012-05-02 23:16:24+01:00
1-738821202,Accepted + In Progress,2012-05-02 23:44:20+01:00
1-738821202,Accepted + In Progress,2012-05-02 23:44:35+01:00
1-738821202,Accepted + In Progress,2012-05-02 23:47:15+01:00
1-738821202,Queued + Awaiting Assignment,2012-05-02 23:47:29+01:00
1-738821202,Accepted + In Progress,2012-05-03 00:10:57+01:00
1-738821202,Completed + Resolved,2012-05-03 00:57:04+01:00
1-738821202,Completed + Closed,2012-05-11 00:20:12+01:00
1-738821245,Accepted + In Progress,2012-05-02 23:54:50+01:00
1-738821245,Accepted + In Progress,2012-05-02 23:55:59+01:00
1-738821245,Accepted + In Progress,2012-05-02 23:59:39+01:00
1-738821245,Queued + Awaiting Assignment,2012-05-03 00:00:47+01:00
1-738821245,Accepted + In Progress,2012-05-03 14:19:59+01:00
1-738821245,Completed + Resolved,2012-05-03 14:21:16+01:00
1-738821245,Completed + Closed,2012-05-11 00:20:11+01:00
1-738821280,Accepted + In Progress,2012-05-03 15:02:44+01:00
1-738821280,Accepted + In Progress,2012-05-03 15:03:26+01:00
1-738821280,Completed + In Call,2012-05-03 15:03:41+01:00
1-738821282,Accepted + In Progress,2012-05-03 01:31:48+01:00
1-738821282,Accepted + In Progress,2012-05-03 01:40:20+01:00
1-738821282,Completed + Resolved,2012-05-03 02:57:13+01:00
1-738821282,Completed + Closed,2012-05-04 00:05:18+01:00
1-738821291,Accepted + In Progress,2012-05-03 00:53:23+01:00
1-738821291,Accepted + In Progress,2012-05-03 00:53:43+01:00
1-738821291,Completed + In Call,2012-05-03 01:14:44+01:00
1-738821433,Accepted + In Progress,2012-05-03 03:06:30+01:00
1-738821433,Accepted + In Progress,2012-05-03 03:07:40+01:00
1-738821433,Queued + Awaiting Assignment,2012-05-03 03:33:36+01:00
1-738821433,Accepted + In Progress,2012-05-03 03:50:38+01:00
1-738821433,Accepted + Assigned,2012-05-03 03:50:44+01:00
1-738821433,Accepted + In Progress,2012-05-08 00:03:07+01:00
1-738821433,Completed + Resolved,2012-05-08 00:04:15+01:00
1-738821433,Completed + Closed,2012-05-15 00:20:51+01:00
1-738821480,Accepted + In Progress,2012-05-03 03:38:35+01:00
1-738821480,Accepted + In Progress,2012-05-03 03:44:17+01:00
1-738821480,Queued + Awaiting Assignment,2012-05-03 03:50:24+01:00
1-738821480,Accepted + In Progress,2012-05-04 03:37:42+01:00
1-738821480,Accepted + Wait - Customer,2012-05-04 03:38:37+01:00
1-738821480,Completed + Resolved,2012-05-07 05:37:32+01:00
1-738821480,Completed + Closed,2012-05-15 00:20:50+01:00
1-738821506,Accepted + In Progress,2012-05-03 04:09:22+01:00
1-738821506,Accepted + In Progress,2012-05-03 04:10:05+01:00
1-738821506,Completed + In Call,2012-05-03 04:17:26+01:00
1-738821511,Accepted + In Progress,2012-05-03 04:03:13+01:00
1-738821511,Accepted + In Progress,2012-05-03 04:03:30+01:00
1-738821511,Completed + In Call,2012-05-03 04:04:11+01:00
1-738821529,Accepted + In Progress,2012-05-03 04:12:59+01:00
1-738821529,Accepted + In Progress,2012-05-03 04:13:15+01:00
1-738821529,Completed + In Call,2012-05-03 04:13:18+01:00
1-738821573,Accepted + In Progress,2012-05-03 04:34:07+01:00
1-738821573,Accepted + In Progress,2012-05-03 04:35:19+01:00
1-738821573,Completed + In Call,2012-05-03 04:47:39+01:00
1-738821573,Accepted + In Progress,2012-05-04 04:02:06+01:00
1-738821573,Queued + Awaiting Assignment,2012-05-04 04:06:56+01:00
1-738821573,Accepted + In Progress,2012-05-05 02:37:00+01:00
1-738821573,Queued + Awaiting Assignment,2012-05-05 02:37:27+01:00
1-738821573,Accepted + In Progress,2012-05-07 04:09:38+01:00
1-738821573,Queued + Awaiting Assignment,2012-05-07 04:11:44+01:00
1-738821573,Accepted + In Progress,2012-05-07 04:25:08+01:00
1-738821573,Accepted + Wait - Implementation,2012-05-07 04:35:03+01:00
1-738821573,Queued + Awaiting Assignment,2012-05-07 05:58:09+01:00
1-738821573,Accepted + In Progress,2012-05-07 06:37:28+01:00
1-738821573,Accepted + Wait,2012-05-07 07:20:46+01:00
1-738821573,Accepted + Wait - User,2012-05-07 11:01:40+01:00
1-738821573,Accepted + In Progress,2012-05-08 06:49:12+01:00
1-738821573,Completed + Resolved,2012-05-08 06:49:47+01:00
1-738821573,Completed + Closed,2012-05-09 00:09:34+01:00
1-738821610,Accepted + In Progress,2012-05-03 04:48:37+01:00
1-738821610,Accepted + In Progress,2012-05-03 04:49:10+01:00
1-738821610,Completed + In Call,2012-05-03 05:04:58+01:00
1-738821640,Accepted + In Progress,2012-05-03 05:45:03+01:00
1-738821640,Accepted + In Progress,2012-05-03 05:45:59+01:00
1-738821640,Accepted + Wait - User,2012-05-03 06:03:49+01:00
1-738821640,Accepted + In Progress,2012-05-03 06:30:05+01:00
1-738821640,Completed + In Call,2012-05-03 06:30:13+01:00
1-738821692,Accepted + In Progress,2012-05-03 05:51:01+01:00
1-738821692,Accepted + In Progress,2012-05-03 05:54:08+01:00
1-738821692,Completed + In Call,2012-05-03 07:14:32+01:00
1-738821716,Accepted + In Progress,2012-05-03 05:54:28+01:00
1-738821716,Accepted + In Progress,2012-05-03 05:59:55+01:00
1-738821716,Completed + In Call,2012-05-03 06:28:44+01:00
1-738821771,Accepted + In Progress,2012-05-03 06:19:27+01:00
1-738821771,Accepted + In Progress,2012-05-03 06:20:22+01:00
1-738821771,Completed + In Call,2012-05-03 06:25:27+01:00
1-738821862,Accepted + In Progress,2012-05-03 06:55:20+01:00
1-738821862,Accepted + In Progress,2012-05-03 06:56:32+01:00
1-738821862,Queued + Awaiting Assignment,2012-05-03 07:05:42+01:00
1-738821862,Queued + Awaiting Assignment,2012-05-03 07:05:43+01:00
1-738821862,Accepted + In Progress,2012-05-03 11:51:02+01:00
1-738821862,Accepted + Wait - User,2012-05-03 11:53:53+01:00
1-738821862,Completed + Resolved,2012-05-04 13:22:49+01:00
1-738821862,Completed + Closed,2012-05-05 00:04:56+01:00
1-738827056,Accepted + In Progress,2012-05-02 22:35:42+01:00
1-738827056,Accepted + In Progress,2012-05-02 22:36:26+01:00
1-738827056,Completed + In Call,2012-05-02 22:36:43+01:00
1-738827072,Accepted + In Progress,2012-05-02 22:36:57+01:00
1-738827072,Accepted + In Progress,2012-05-02 22:37:06+01:00
1-738827072,Completed + In Call,2012-05-02 22:37:13+01:00
1-738827666,Accepted + In Progress,2012-05-03 03:05:31+01:00
1-738827666,Accepted + In Progress,2012-05-03 03:06:03+01:00
1-738827666,Accepted + In Progress,2012-05-03 03:11:15+01:00
1-738827666,Queued + Awaiting Assignment,2012-05-03 03:11:52+01:00
1-738827666,Accepted + In Progress,2012-05-03 03:18:37+01:00
1-738827666,Accepted + In Progress,2012-05-03 04:01:52+01:00
1-738827666,Accepted + In Progress,2012-05-03 04:13:34+01:00
1-738827666,Accepted + In Progress,2012-05-03 04:16:40+01:00
1-738827666,Queued + Awaiting Assignment,2012-05-03 04:18:02+01:00
1-738827666,Accepted + In Progress,2012-05-03 04:18:31+01:00
1-738827666,Queued + Awaiting Assignment,2012-05-03 05:00:07+01:00
1-738827666,Accepted + In Progress,2012-05-03 05:03:53+01:00
1-738827666,Accepted + Assigned,2012-05-03 05:20:49+01:00
1-738827666,Accepted + In Progress,2012-05-04 07:26:36+01:00
1-738827666,Accepted + Wait,2012-05-04 07:36:29+01:00
1-738827666,Completed + Resolved,2012-05-04 09:16:21+01:00
1-738827666,Completed + Closed,2012-05-12 00:17:24+01:00
1-738827706,Accepted + In Progress,2012-05-03 04:22:56+01:00
1-738827706,Accepted + In Progress,2012-05-03 04:25:47+01:00
1-738827706,Completed + In Call,2012-05-03 04:26:53+01:00
1-738827841,Accepted + In Progress,2012-05-03 05:02:42+01:00
1-738827841,Accepted + In Progress,2012-05-03 05:03:20+01:00
1-738827841,Accepted + Wait - User,2012-05-03 05:14:26+01:00
1-738827841,Accepted + In Progress,2012-05-03 08:55:33+01:00
1-738827841,Completed + In Call,2012-05-03 08:55:48+01:00
1-738827857,Accepted + In Progress,2012-05-03 05:16:14+01:00
1-738827857,Accepted + In Progress,2012-05-03 05:25:07+01:00
1-738827857,Queued + Awaiting Assignment,2012-05-03 05:34:20+01:00
1-738827857,Accepted + In Progress,2012-05-03 06:08:16+01:00
1-738827857,Accepted + Wait - User,2012-05-03 06:08:21+01:00
1-738827857,Queued + Awaiting Assignment,2012-05-03 08:00:13+01:00
1-738827857,Accepted + In Progress,2012-05-03 08:30:54+01:00
1-738827857,Queued + Awaiting Assignment,2012-05-03 08:31:14+01:00
1-738827857,Accepted + In Progress,2012-05-03 08:38:07+01:00
1-738827857,Accepted + Wait,2012-05-03 09:01:41+01:00
1-738827857,Accepted + In Progress,2012-05-03 10:56:28+01:00
1-738827857,Completed + Resolved,2012-05-03 10:56:32+01:00
1-738827857,Completed + Closed,2012-05-11 00:19:48+01:00
1-738827876,Accepted + In Progress,2012-05-03 05:41:59+01:00
1-738827876,Accepted + In Progress,2012-05-03 05:44:23+01:00
1-738827876,Completed + In Call,2012-05-03 05:48:00+01:00
1-738827876,Accepted + In Progress,2012-05-14 04:40:14+01:00
1-738827876,Queued + Awaiting Assignment,2012-05-14 04:42:06+01:00
1-738827876,Accepted + In Progress,2012-05-14 08:02:29+01:00
1-738827876,Accepted + Wait - User,2012-05-14 08:03:09+01:00
1-738827876,Accepted + In Progress,2012-05-14 10:16:21+01:00
1-738827876,Completed + Resolved,2012-05-14 10:30:02+01:00
1-738827876,Completed + Closed,2012-05-14 10:30:39+01:00
1-738827939,Accepted + In Progress,2012-05-02 22:10:56+01:00
1-738827939,Accepted + In Progress,2012-05-02 22:11:55+01:00
1-738827939,Completed + In Call,2012-05-02 22:14:11+01:00
1-738827966,Accepted + In Progress,2012-05-02 22:17:38+01:00
1-738827966,Accepted + In Progress,2012-05-02 22:18:55+01:00
1-738827966,Completed + In Call,2012-05-02 22:20:17+01:00
1-738828056,Accepted + In Progress,2012-05-02 22:43:59+01:00
1-738828056,Accepted + In Progress,2012-05-02 22:51:38+01:00
1-738828056,Completed + In Call,2012-05-02 22:52:23+01:00
1-738828122,Accepted + In Progress,2012-05-02 23:02:05+01:00
1-738828122,Accepted + In Progress,2012-05-02 23:05:13+01:00
1-738828122,Accepted + Wait - User,2012-05-02 23:27:09+01:00
1-738828122,Accepted + In Progress,2012-05-04 22:51:09+01:00
1-738828122,Queued + Awaiting Assignment,2012-05-04 22:51:39+01:00
1-738828122,Accepted + In Progress,2012-05-07 14:12:15+01:00
1-738828122,Queued + Awaiting Assignment,2012-05-07 23:02:33+01:00
1-738828122,Accepted + In Progress,2012-05-07 23:02:36+01:00
1-738828122,Accepted + Wait - User,2012-05-07 23:02:50+01:00
1-738828122,Completed + Resolved,2012-05-09 17:05:13+01:00
1-738828122,Completed + Closed,2012-05-09 17:05:15+01:00
1-738828122,Accepted + In Progress,2012-05-10 16:03:37+01:00
1-738828122,Queued + Awaiting Assignment,2012-05-10 22:55:52+01:00
1-738828122,Accepted + In Progress,2012-05-10 22:55:57+01:00
1-738828122,Accepted + Wait - User,2012-05-11 14:13:23+01:00
1-738828122,Completed + Resolved,2012-05-11 21:24:21+01:00
1-738828122,Completed + Closed,2012-05-11 21:24:42+01:00
1-738828162,Accepted + In Progress,2012-05-02 23:06:59+01:00
1-738828162,Accepted + In Progress,2012-05-02 23:08:47+01:00
1-738828162,Completed + In Call,2012-05-02 23:12:23+01:00
1-738828195,Accepted + In Progress,2012-05-02 23:07:50+01:00
1-738828195,Accepted + In Progress,2012-05-02 23:08:12+01:00
1-738828195,Completed + In Call,2012-05-02 23:12:44+01:00
1-738828207,Accepted + In Progress,2012-05-02 23:46:37+01:00
1-738828207,Accepted + In Progress,2012-05-02 23:52:18+01:00
1-738828207,Completed + In Call,2012-05-02 23:52:39+01:00
1-738828229,Accepted + In Progress,2012-05-02 23:21:45+01:00
